id,audio_path,lyrics,language,label,title,category,lyrics_title,source
bn_audio_0167d4a10ec5,data/audio/07 - Miles - Bismoy Jatra (MyTuneBD.Com).mp3,"আজ আকাশের মনের কথা ঝরো ঝরো বাজে
সারা প্রহর আমার বুকের মাঝে।।
দিঘির কালো জলের ‘পরে   মেঘের ছায়া ঘনিয়ে ধরে,
বাতাস বহে যুগান্তরের প্রাচীন বেদনা যে
সারা প্রহর আমার বুকের মাঝে।।
আঁধার বাতায়নে
একলা আমার কানাকানি ওই আকাশের সনে।
ম্লানস্মৃতির বাণী যত  পল্লবমর্মরের মতো
সজল সুরে ওঠে জেগে ঝিল্লিমুখর সাঁঝে
সারা প্রহর আমার বুকের মাঝে।।",bn,bn,Bismoy Jatra,রবীন্দ্র সংগীত,আজ আকাশের মনের কথা ঝরো ঝরো বাজে,BanglaSongLyrics.csv
bn_audio_4372f9fcb04f,data/audio/07. Bulbuli Nirob Nargis.mp3,"বসে আছি হে কবে শুনিব তোমার বাণী।
কবে বাহির হইব জগতে মম জীবন ধন্য মানি।।
কবে প্রাণ জাগিবে, তব প্রেম গাহিবে
দ্বারে দ্বারে ফিরি সবার হৃদয় চাহিবে
নরনারীমন করিয়া হরণ চরণে দিবে আনি।।
কেহ শুনে না গান, জাগে না প্রাণ
বিফলে গীত-অবসান
তোমার বচন করিব রচন সাধ্য নাহি নাহি।
তুমি না কহিলে কেমনে কব প্রবল অজেয় বাণী তব
তুমি যা বলিবে তাই বলিব– আমি কিছুই না জানি।
তব নামে আমি সবারে ডাকিব, হৃদয়ে লইব টানি।।",bn,bn,Bulbuli Nirob Nargis,রবীন্দ্র সংগীত,বসে আছি হে কবে শুনিব তোমার বাণী,BanglaSongLyrics.csv
bn_audio_c85e14c1e623,data/audio/07. Madhur Bashanto.mp3,"স্বাদের লাউ বানাইলো মোরে বৈরাগী
স্বাদের লাউ বানাইলো মোরে বৈরাগী।
লাউয়ের আগা খাইলাম ডুগা খাইলাম, আগা খাইলাম রে
লাউয়ের আগা খাইলাম ডুগা গো খাইলাম
লাউ দিয়া খাই তরকারি
আমি লাউ দিয়া বানাই কি বানাই, কি বানাই ডুগডুগি।।
আমি গয়া যাব কাশি যাব, গয়া যাব রে।
সঙ্গে নেই মোর,
আমি গয়া যাব কাশি যাব।
সঙ্গে নেই মোর বৈষ্ণবী,
আরে সঙ্গে নেই মোর বৈষ্ণবী।।
কাউ কাটিয়া কুনবা করলাম সার
দুই মোড়া দুই বাঁশের কঞ্চি, মধ্যে ত্তলার দার",bn,bn,Madhur Bashanto,পপ সঙ্গীত,স্বাদের লাউ বানাইলো মোরে বৈরাগী,BanglaSongLyrics.csv
bn_audio_3b2c2aab0b15,data/audio/08 - Ei To Sedin Tumi.mp3,"নীচুর কাছে নীচু হতে শিখলি না রে মন,
তুই সুখি জনের করিস পূজা, দুঃখীর অযতন
মূঢ় মন, সুখি জনের করিস পূজা, দুঃখীর অযতন।।
লাগে নি যার পায়ে ধুলি, কি নিবি তার চরণ ধুলি,
নয়রে সোনায়, বনের কাঠেই হয় রে চন্দন।। 
প্রেমধন মায়ের মতন, দুখ কি সুতেই অধিক যতন,
এ ধনেতে ধনি যে জন, সেই তো মহাজন।
মূঢ় মন, সেই তো মহাজন।। 
বৃথা তোর কৃচ্ছসাধন, সেবাই নরের শ্রেষ্ঠ সাধন,
মানবের পরম তীর্থ দীনের শ্রীচরণ।
মূঢ় মন, দীনের শ্রীচরণ। 
মতামতের তর্কে মত্ত, আছিস ভুলে পরম সত্য,
সকল ঘরে সকল নরে আছেন নারায়ণ
মূঢ় মন, আছেন নারায়ণ
নীচুর কাছে নীচু হতে শিখলি না রে মন।।",bn,bn,Ei To Sedin Tumi,ভক্তিমূলক গান,নীচুর কাছে নীচু হতে শিখলি না রে মন,BanglaSongLyrics.csv
bn_audio_6da3e766ff65,data/audio/08 - Miles - Sesh Thikana (MyTuneBD.Com).mp3,"এনেছি আমার শত জনমের প্রেম আঁখিজলে গাঁথা মালা ;
ওগো সুদূরিকা, আজো কি হবে না শেষ তোমারে চাওয়ার পালা।।
স্বপনে আমার সাথীহারা রাতে, পেয়েছি তোমায় পলকে হারাতে
তোমারে খুঁজিতে যে দীপ জ্বেলেছি হায় বিফলে সে দীপ জ্বালা।।
মনে মনে তবু স্বপন বাসর গড়ি, এনেছি হৃদয় মিলনের গানে ভরি। 
দূরে আছ তুমি তবু দূরে নহ, স্মরণ সুধায় ভরেছ তো বিরহ
প্রেম যেন তব সুদূর গগন হতে, চাঁদের জোছনা ঢালা।।",bn,bn,Sesh Thikana,আধুনিক,এনেছি আমার শত জনমের প্রেম,BanglaSongLyrics.csv
bn_audio_baa3b51eca36,data/audio/08. Ogo Dekona.mp3,"ও গো চাঁদ তুমি কি জান না
সে যে আজ নাম ধরে ডাকলে
অনুরাগ জড়ানো চোখে
এই নীল জোছনায় কাছে আসবে।।
যে ছিল কাছে মোর চিনিনি তো
মনের মানুষ সে বুঝিনি তো
আধারের বেড়াজাল গেছে ভেঙ্গে
আলোরই পরশে উঠেছে রেঙ্গে, উঠেছে রেঙ্গে
প্রথম আমায় সে যে ভালবাসবে।।
জীবনে মধুরাত এলো আমার
আমি তো খুলেছি মনেরই দুয়ার
অধরের কথা আজ ঝরে গানে
আমি তো রয়েছি তারই প্রাণে, তারই প্রাণে
আমার হয়ে সে যে পাশে থাকবে।।",bn,bn,Ogo Dekona,ছায়াছবি,ওগো চাঁদ তুমি কি জান না,BanglaSongLyrics.csv
bn_audio_fc7909bbf8da,data/audio/08. PathoHara Pakhi.mp3,"হে আল্লাহ, হে আল্লাহ রে
এতো সুন্দর দুনিয়ায়
কিছুই রবে না গো
হে আল্লাহ হে আল্লাহ রে।
টাকা ঘর বাড়ি গাড়ি।
টাকা বল ধন বল
বাড়ি বল গাড়ি বল
সব যাবে হাওয়ায় উড়ে
ইস্রাফিলের শিঙ্গা শুনে
হে আল্লাহ হে আল্লাহ রে।।
প্রেম প্রীতি ভালবাসা।
প্রেম প্রীতি ভালবাসা
এ যে শুধু মিছে আশা
দুদিনের খেলাঘর
সব যাবে ভেঙ্গে চুরে
হে আল্লাহ হে আল্লাহ রে।।",bn,bn,PathoHara Pakhi,পপ সঙ্গীত,এতো সুন্দর দুনিয়ায় কিছুই রবে না গো,BanglaSongLyrics.csv
bn_audio_8469416d2156,data/audio/09 - Miles - Michhe Asha (MyTuneBD.Com).mp3,"যদি ভাব এ তো খেলা নয়
ভুল সে তো শুরুতেই।
না ফুটিতেই কুল যদি ঝরে যায়
কাঁদ শ্রাবণের কাঁদনে।।
যদি শোনো হাওয়ায় কথা বলে
কে জানে সে কার অভিমান।
না জ্বলিতে দীপ যদি নেভে যায়
শুরুতেই হোক অবসান।।
যদি দেখ নীড় ভেঙে দিতে
আকাশেও আসে ঝড়।
মনে করো কোনো বালুচরে তুমি
বেঁধেছিলে এই খেলাঘর।।",bn,bn,Michhe Asha,ছায়াছবি,যদি ভাব এ তো খেলা নয়,BanglaSongLyrics.csv
bn_audio_ac22c381dd47,data/audio/09 - Se Amar Chooto Boon.mp3,"যেদিন খুশির কান্না ভেজাবে এই
চিবুক
তোমায় নিমন্ত্রণ, আমার
সাথে কাটিও কিছুক্ষন
যেদিন হাসির ছটায় ভরবে আমার
বুক
বাঁধনহারা সুখ, বিলিয়ে দেব
ভরিয়ে তোমার মন।
বাধার অরন্যে, স্থরিবতায়
কতকাল কেটে যায়
তবুযে স্বপ্নে ছবি আঁকা
এখন মনে আমার অনন্ত করুন সুর,
থেকো বহুদূর
দুঃখের অশ্রু ঝরুক আমার একা
এখন ঝড়ে কাঁপছে আমার ঘর,
আপন কি পর
হাসলে সকাল আবার হবে দেখা
যেদিন স্রোতস্বীনির অকাল
স্বর্গবাস
আর ব-দ্বীপের উপবাস, লজ্জায়
আমি রব অন্তঃপুরে
যেদিন বর্শাঘাতে বিলীন
পঙ্কিলতার গ্লানি
যদিও মন অভিমানী
ভিজবো তোমার সাথে উদ্দীপনায়
পুড়ে
যেদিন বিজয় গর্বে ভাসবে আমার
দেশ
মাতাল পরিবেশ
প্রথম প্রহরে জানাবো সুপ্রভাত
সেদিন জয়ের মিছিল
ছুটবে ধেয়ে বেগে
থাকব সবার আগে
রাখবো আমি তোমার হাতে হাত",bn,bn,Se Amar Chooto Boon,ব্যান্ড,যেদিন,BanglaSongLyrics.csv
bn_audio_df7011319996,data/audio/09. Amar Nayan.mp3,"এ পথে আমি যে গেছি বার বার,
ভুলি নি তো এক দিনও।
আজ কি ঘুচিল চিহ্ন তাহার,
উঠিল বনের তৃণ।।
তবু মনে মনে জানি নাই ভয়,
অনুকূল বায়ু সহসা যে বয়–
চিনিব তোমায় আসিবে সময়,
তুমি যে আমায় চিন।।
একেলা যেতাম যে প্রদীপ হাতে
নিবেছে তাহার শিখা।
তবু জানি মনে তারার ভাষাতে
ঠিকানা রয়েছে লিখা।
পথের ধারেতে ফুটিল যে ফুল জানি
জানি তারা ভেঙে দেবে ভুল–
গন্ধে তাদের গোপন মৃদুল সঙ্কেত আছে লীন।।",bn,bn,Amar Nayan,রবীন্দ্র সংগীত,এ পথে আমি যে গেছি বার বার,BanglaSongLyrics.csv
bn_audio_28fff41e4cfb,data/audio/09. Basata Mukhar Aaji.mp3,"শুন লো শুন লো বালিকা,  রাখ কুসুমমালিকা,
কুঞ্জ কুঞ্জ ফেরনু সখি, শ্যামচন্দ্র নাহি রে ॥
দুলই কুসুমমুঞ্জরি, ভমর ফিরই গুঞ্জরি,
অলস যমুন বহয়ি যায় ললিত গীত গাহি রে ॥
শশিসনাথ যামিনী, বিরহবিধুর কামিনী,
কুসুমহার ভইল ভার হৃদয় তার দাহিছে।
অধর উঠই কাঁপিয়া  সখিকরে কর আপিয়া–
কুঞ্জভবনে পাপিয়া কাহে গীত গাহিছে ॥
মৃদু সমীর সঞ্চলে  হরয়ি শিথিল অঞ্চলে
বালিহৃদয় চঞ্চলে কাননপথ চাহি রে ।
কুঞ্জ-পানে হেরিয়া অশ্রুবারি ডারিয়া
ভানু গায়– শূন্যকুঞ্জ, শ্যামচন্দ্র নাহি রে ॥",bn,bn,Basata Mukhar Aaji,রবীন্দ্র সংগীত,শুন লো শুন লো বালিকা,BanglaSongLyrics.csv
bn_audio_309fc9b8b5d0,data/audio/10 - Ei Kule Ami.mp3,"পুরানো সেই দিনের কথা ভুলবি কি রে হায়।
ও সেই চোখের দেখা, প্রাণের কথা, সে কি ভোলা যায়।
আয় আর-একটিবার আয় রে সখা, প্রাণের মাঝে আয়।
মোরা সুখের দুখের কথা কব, প্রাণ জুড়াবে তায়।
মোরা ভোরের বেলা ফুল তুলেছি, দুলেছি দোলায়–
বাজিয়ে বাঁশি গান গেয়েছি বকুলের তলায়।
হায় মাঝে হল ছাড়াছাড়ি, গেলেম কে কোথায়–
আবার দেখা যদি হল, সখা, প্রাণের মাঝে আয়।।",bn,bn,Ei Kule Ami,ব্যান্ড,পুরানো সেই দিনের কথা,BanglaSongLyrics.csv
bn_audio_550425306afb,data/audio/10 - Miles - Nirobe Kichu Khon (MyTuneBD.Com).mp3,"এ হৃদয় কাননে প্রতিদিন যে ভোরে
কত ফুল ফোটে আর যায় ঝরে
শুধু থাকি বসে, এলো সে মেয়েটি
কুড়াতে ফুলেদের আচলে, নাম জানতে
বললো সে ফুলের নামে ডেকো 
শোনো শোনো মেয়ে থাকো না কিছুক্ষণ
ঝরা ফুল দেবো, তার সাথে দেবো মন
 অজানায় প্রভাতে ভৈরবীর সুরেতে
ভেঙ্গেছ দুচোখ মন জুড়ে
ফাগুনের হওয়াতে দুলেছি সব ভুলে
তোমার ওই নূপুরের সুখ ছন্দে
তুলেই ঝড় যেও না দিয়ে মরণ 
শোনো শোনো মেয়ে থাকো না কিছুক্ষণ
ঝরা ফুল দেবো, তার সাথে দেবো মন",bn,bn,Nirobe Kichu Khon,ব্যান্ড,এ হৃদয় কাননে,BanglaSongLyrics.csv
bn_audio_5c749b953d79,data/audio/10. Badhu Koon Aloo.mp3,"দুঃখ আমার, আমার বাসর রাতের পালঙ্ক
নিন্দা আমার প্রেম উপহার।
সাত নদী হার কলঙ্ক।।
শাষণ বেড়ী দুই পায়ে মল পড়েছি
আর আপবাদে কালি আছে
দুই চোখে তাই পড়েছি।
মরমের আগুন এখন দ্বিগুন আমার।
দিবস রাতি নিঃসঙ্গ।।
সুখের সাথে ঘর করা তাই হল না
এই বুকেতে থাকা কাঁটাটাকে
পর করা তাই হল না।
কপালের লিখন এখন বসন হয়ে
জড়িয়ে আছে অঙ্গ।।",bn,bn,Badhu Koon Aloo,ছায়াছবি,"দুঃখ আমার, আমার বাসর রাতের পালঙ্ক",BanglaSongLyrics.csv
bn_audio_7486521e134b,data/audio/10. Gagane Krishina megh Doly.mp3,"কোন একদিন যদি চলে যাই
তারাদের চেয়েও আরো দূরে
ভেবোনা মিছে সেদিন তুমি
খুঁজে দেখো আছি আমি
চেনা কোন গানের সুরে………।।
বাকী গানের কথা আসছে……",bn,bn,Gagane Krishina megh Doly,আধুনিক,কোন একদিন,BanglaSongLyrics.csv
bn_audio_1086a603720c,data/audio/11 - Dweep Chhilo Shikha Chhilo.mp3,"ধুপছায়া গোধূলি এই বেলায়, তুমি কাছে এসো
সুখ ছোঁয়া রূপসী এই রাতে তুমি ভালবেসো
তুমি ভালবেসো, শুধু আমাকেই
হৃদয়ে ধরে রেখো।
মেঘ এসে যদি কোনোদিনও এ মন ছুঁয়ে ছুঁয়ে যায়
ঝড় এসে যদি কোনোদিনও হৃদয় ভেঙ্গে দিয়ে যায়
প্রেমেরি অরণ্যে ব্যাকুল তুমি কোনোদিনও ভুলে যেও না
তুমি ভালবেসো, শুধু আমাকেই
হৃদয়ে ধরে রেখো।
ধুপছায়া গোধূলি এই বেলায়, তুমি কাছে এসো
বিষাদে যদি কোনোদিনও এ মন কাঁদে বেদনায়
বিরহ যদি উঁকি দেয় মনে দিন কাটে নিরাশায়
পিয়ানোর সুর আমারিতা কোনোদিনও ভুলে যেও না
তুমি ভালবেসো, শুধু আমাকেই
হৃদয়ে ধরে রেখো।
ধুপছায়া গোধূলি এই বেলায়, তুমি কাছে এসো
সুখ ছোঁয়া রূপসী এই রাতে তুমি ভালবেসো
তুমি ভালবেসো, শুধু আমাকেই
হৃদয়ে ধরে রেখো",bn,bn,Dweep Chhilo Shikha Chhilo,ব্যান্ড,ধুপছায়া,BanglaSongLyrics.csv
bn_audio_f42bd0b4e9a1,data/audio/11 - Miles - Polashir Prantor (MyTuneBD.Com).mp3,"এতে নেই কোনো বিস্ময়
যার যত বেশী প্রচারণা
তারই এখন জয়।।
সততা, নিষ্টা, কিসের দেশপ্রীতি
তিলকে যদি তাল না দেখাই
চলে না রাজনীতি
একবার এসো গো সখা মনের দুয়ার খুলি।
রাজনীতির এই কলা-কৌশল
কেমন করে মুখে বলি।
ব্যানারে, ব্যানারে, ফেস্টুনে আকাশ গেছে টুটি
চাটুকার আর সুবিধাবাদীর বেড়ে গেছে ছোটাছুটি।
মিনিটে মিনিটে চোখ ধাঁধা লাগে
ফ্ল্যাশের ঝলকানি
শ্লোগানে শ্লোগানে মুখরিত ধ্বনি-প্রতিধ্বনি।
খিচুরী আর শুকনো রুটি চলছে বিতরণ
টিভি ক্যামেরায় বন্দী হলো সকল আয়োজন
এ কোন উৎসবও নয়, পার্টিও নয়, নয় কোনো সম্ভাষণ
এ যে দুর্গতদের পাশে মোরা আছি
তারই করুণ নিদর্শন (হ্যাঁ, হ্যাঁ)।।
ছোটখাট কোনো ছুঁত পেলে তুলি প্রতিবাদের ঝড়,
সব আক্রোশ যেন সেই জনতার উপর।
বিনে কারণে রাস্তার ধারে
ভাঙছি দোকান-গাড়ি
রোড ডিভাইডারের রড তুলে নিয়ে
দেখাচ্ছি বাহাদুরি
কাটা রাইফেল, ককটেলের চলছে প্রদর্শন
দিশাহারা হয়ে ছোটাছুটি করে নিরীহ জনগণ
এ কোনো যুদ্ধও নয়,
সন্ত্রাসও নয়, নয় কোনো আন্দোলন।
এ যে কার কত ক্ষমতা আছে
তারই করুণ নিদর্শন
একবার এসো গো সখা মনের দুয়ার খুলি।
রাজনীতির এই কলা-কৌশল
কেমন করে মুখে বলি।",bn,bn,Polashir Prantor,জীবনমুখী গান,প্রচারণা,BanglaSongLyrics.csv
bn_audio_8e11d83cfffa,data/audio/11. Bhor Holo Dor.mp3,"আমারে করো তোমার বীণা
লহো গো লহো তুলে।
উঠিবে আজি তন্ত্রীরাজি মোহন অঙ্গুলে।।
কোমল তব কমলকরে
পরশ করো পরান-‘পরে
উঠিবে হিয়া গুঞ্জরিয়া তব শ্রবণমূলে।।
কখনো সুখে কখনো দুখে
কাঁদিবে চাহি তোমার মুখে
চরণে পড়ি রবে নীরবে রহিবে যবে ভুলে।
কেহ না জানে কী নব তানে
উঠিবে গীত শূন্য-পানে
আনন্দের বারতা যাবে অনন্তের কূলে।।",bn,bn,Bhor Holo Dor,রবীন্দ্র সংগীত,আমারে করো তোমার বীণা,BanglaSongLyrics.csv
bn_audio_2ee5b4482ad6,data/audio/11. Dakbona Dakbona.mp3,"জীবনের নাম যদি রাখা হয় ভুল।।
স্মৃতির নাম তবে বেদনার ফুল
ভুল সবই ভুল।।
জীবনের নাম যদি রাখা হয় ভুল।।
স্মৃতির নাম তবে বেদনার ফুল
ভুল সবই ভুল।।
যা কিছু পেয়েছি আমি,
তা আমার নয়।।
চিঠি যেন এসে গেছে,
ভুল ঠিকানায়
খুঁজে পাওয়া যাবে না তো
হারালো যে কূল
ভুল সবই ভুল
জীবনের নাম যদি রাখা হয় ভুল
স্মৃতির নাম তবে বেদনার ফুল
ভুল সবই ভুল।।
পাবে না তো খুঁজে কেউ
আমার খবর
মনের অনেক নিচে
দিয়েছি কবর
যদি কেউ আসে তবে
বোলো আমি নেই।।
চোখে জল আসবে
মনে পড়লেই
ফুটেছে আমার বুকে
ব্যথার বকুল
ভুল সবই ভুল
জীবনের নাম যদি রাখা হয় ভুল।।
স্মৃতির নাম তবে বেদনার ফুল
ভুল সবই ভুল।।",bn,bn,Dakbona Dakbona,ছায়াছবি,জীবনের নাম যদি রাখা হয় ভুল,BanglaSongLyrics.csv
bn_audio_df652b2a63c1,data/audio/12 - Miles - Anamika (MyTuneBD.Com).mp3,"চুপি চুপি কিছু কথা বলে যদি ভালবাসা স্বপ্ন আসে
দুটি চোখের দুটি তারা মিটি মিটি জ্বলে যদি চাঁদ যে হাসে
এই চোখের দুটি তারায় শুধু তুমি যে তুমি,,,,,,,,,প্রেমি, প্রেমি প্রেমি
একটু কাছে থাকায়,
একটু চোখের দেখায়
এই মনে জাগে আরো কতো যে আশা,
তুমি যে স্বাথী আমার
আমি যে প্রেমি তোমার
বলোনা বুঝবে কবে এই ভালবাসা।
কাছে থেকেও বুঝোনা হায় কেন যে শূন্য শূন্য মন
মনে মনে দিন গুনে যায় জানি না চিনবে কি কখোন…… প্রেমি, প্রেমি প্রেমি
আমি সেই ময়না পাখি, বুঝনি আজো তা কি
যখনি দুরে থাকো এই মনে শ্রাবন
তোমারি মনের আকাশ দিল সকালের আভাস
কবে সেই প্রেমের আলো পাবে এ জীবন
বুঝিনা হায় কেনো তোমার এতো যে অন্য অন্য মন
জেগে থাকি রাতে একা লাগে যে শূন্য এ ভুবন,….. প্রেমি, প্রেমি প্রেমি",bn,bn,Anamika,ছায়াছবি,চুপি চুপি কিছু কথা,BanglaSongLyrics.csv
bn_audio_6ce705fe8ed1,data/audio/12 - Tumi Nijer Mukhe.mp3,"বল তো এইবারের মতো
প্রভু, তোমার আঙিনাতে তুলি আমার ফসল যত ॥
কিছু-বা ফল গেছে ঝরে,     কিছু-বা ফল আছে ধরে,
               বছর হয়ে এল গত–
রোদের দিনে ছায়ায় বসে      বাজায় বাঁশি রাখাল যত ॥
               হুকুম তুমি কর যদি
চৈত্র-হাওয়ায় পাল তুলে দিই–  ওই-যে মেতে ওঠে নদী।
পার ক’রে নিই ভরা তরী,    মাঠের যা কাজ সারা করি,
               ঘরের কাজে হই গো রত–
এবার আমার মাথার বোঝা    পায়ে তোমার করি নত ॥
রাগ: ইমন
তাল: কাহারবা
রচনাকাল (বঙ্গাব্দ): 1320
রচনাকাল (খৃষ্টাব্দ): 1914
রচনাস্থান: শান্তিনিকেতন",bn,bn,Tumi Nijer Mukhe,রবীন্দ্র সংগীত,বল তো এইবারের মতো,BanglaSongLyrics.csv
bn_audio_2b02123df8dc,data/audio/12. Ekhono Otheni Chand.mp3,"আমার যে দিন ভেসে গেছে চোখের জলে
তারি ছায়া পড়েছে শ্রাবণগগনতলে।।
সে দিন যে রাগিণী গেছে থেমে
অতল বিরহে নেমে গেছে থেমে
আজি পুবের হাওয়ায় হাওয়ায় হায় হায় হায় রে
কাঁপন ভেসে চলে।।
নিবিড় সুখে মধুর দুখে জড়িত ছিল সেই দিন–
দুই তারে জীবনের বাঁধা ছিল বীন।
তার ছিঁড়ে গেছে কবে একদিন কোন্‌ হাহারবে
সুর হারায়ে গেল পলে পলে।।",bn,bn,Ekhono Otheni Chand,রবীন্দ্র সংগীত,আমার যে দিন ভেসে গেছে,BanglaSongLyrics.csv
bn_audio_79edf3a83abd,data/audio/12. Khama Karo Moore.mp3,"মন চলো নিজ নিকেতনে
সংসার বিদেশে বিদেশীর বেশে
ভ্রম কেন অকারণে
মন চলো নিজ নিকেতনে।
বিষয়-পঞ্চক আর ভূতগণ
সব তোর পর কেহ নয় আপন
পরপ্রেমে কেন হয়ে অচেতন
ভুলিছ আপনজনে
মন চলো নিজ নিকেতনে।
সত্যপথে মন কর আরোহণ,
প্রেমের আলো জ্বালি চল অনুক্ষণ
সঙ্গেতে সম্বল রাখো পূণ্যধন
গোপনে অতি যতনে
লোভ-মোহাদি পথে দস্যুগণ,
পথিকের করে সর্বস্ব সমশন
পরম যতনে রাখোরে প্রহরী
শম,দম দুইজনে
মন চলো নিজ নিকেতনে।
সাধুসঙ্গ নামে আছে পান্থধাম,
শ্রান্ত হলে তথায় করিবে বিশ্রাম
পথভ্রান্ত হলে শুধাইবে পথ সে
পান্থনিবাসী গণে।
যদি দেখ পথে ভয়েরই আকার
প্রাণপণে দিও দোহাই রাজার
সে পথে রাজার প্রবল প্রতাপ,
শমণ ডরে যার শাসনে।
মন চলো নিজ নিকেতনে।
সংসার বিদেশে বিদেশীর বেশে
ভ্রম কেন অকারণে।",bn,bn,Khama Karo Moore,ভক্তিমূলক গান,মন চল নিজ নিকেতনে,BanglaSongLyrics.csv
bn_audio_4f8d2175083b,data/audio/13 - Pousher Kachhakachhi.mp3,"কান্নাহাসির-দোল-দোলানো পৌষ-ফাগুনের পালা,
তারি মধ্যে চিরজীবন বইব গানের ডালা–
এই কি তোমার খুশি, আমায় তাই পরালে মালা
           সুরের-গন্ধ-ঢালা?।
তাই কি আমার ঘুম ছুটেছে, বাঁধ টুটেছে মনে,
খ্যাপা হাওয়ার ঢেউ উঠেছে চিরব্যথার বনে,
কাঁপে আমার দিবানিশার সকল আঁধার আলা!
এই কি তোমার খুশি, আমায় তাই পরালে মালা
           সুরের-গন্ধ-ঢালা?।
রাতের বাসা হয় নি বাঁধা দিনের কাজে ত্রুটি,
বিনা কাজের সেবার মাঝে পাই নে আমি ছুটি।
শান্তি কোথায় মোর তরে হায় বিশ্বভুবন-মাঝে,
অশান্তি যে আঘাত করে তাই তো বীণা বাজে।
নিত্য রবে প্রাণ-পোড়ানো গানের আগুন জ্বালা–
এই কি তোমার খুশি, আমায় তাই পরালে মালা
           সুরের-গন্ধ-ঢালা?।",bn,bn,Pousher Kachhakachhi,রবীন্দ্র সংগীত,কান্নাহাসির-দোল-দোলানো পৌষ-ফাগুনের পালা,BanglaSongLyrics.csv
bn_audio_59b0cff9d2d5,data/audio/13. Oi Maloti Lata.mp3,"হারানো দিনকে যদি ফিরে আমি পাই
তোমাকে আর ফিরাবো না
দু:খ",bn,bn,Oi Maloti Lata,আধুনিক,হারানো দিনকে যদি ফিরে আমি পাই,BanglaSongLyrics.csv
