id,audio_path,lyrics,language,label,title,category,lyrics_title,source
bn_audio_e01a2df9e309,data/audio/13. Tabo Gaaner Bhasay.mp3,"একটু ফিরে দেখ একটা কথা রাখ
ভালবেসে একবার আমায় বউ বলে ডাক।।
কতদূর যায় পাখী উড়ে
আবার তো ফিরে আসে নীড়ে
আমি তেমনি আজ বিরহী পাখী ।।
তোমার ছায়া নীড়ে তুলে নাও গো 
সোহাগে আদরে জীবনে আমারে ভরে দাও গো
এই শোনো না …
একটু ফিরে দেখ একটা কথা রাখ
ভালবেসে একবার আমায় বউ বলে ডাক।।
কত পথ পার হয়ে এসে
সাগরে্র বুকে নদী মেশে
আমি তেমনি আজ পিয়াসী নদী ।।
তোমার সাগর বুকে তুলে নাও গো
জীবনে মরণে তোমারই চরণে ঠাই দাও গো
এই শোনো না …।।
একটু ফিরে দেখ একটা কথা রাখ
ভালবেসে একবার আমায় বউ বলে ডাক।।",bn,bn,Tabo Gaaner Bhasay,ছায়াছবি,একটু ফিরে দেখো,BanglaSongLyrics.csv
bn_audio_4215196ce477,data/audio/14 - Shawno Rate Jadi.mp3,"তোমাকে পেয়েছি আমার এই জীবনে
ভালোবেসে নেবো তাই বুকে জড়িয়ে
তুমি মিশে আছ আমারই মনেপ্রাণে
এস না হৃদয়ের গহীনে
ও ও ও ও ও
তুমি ছাড়া নেই তো আমার সুখের আর কেউ
তোমারই মত এমন ও করে ভালবাসবে কে বলো
তুমি ছাড়া নেই তো আমার সুখের আর কেউ
তোমারই মত এমন ও করে ভালবাসবে কে বলো
ভিজে যাব দুজনাই ভালবাসারই জলে
জলধারা কোনো শ্রাবণ ও দিনে
ভিজে যাব দুজনাই ভালবাসারই জলে
জলধারা কোনো শ্রাবণ ও দিনে
এত সুখ এত দিনে তুমি দিলেগো আমায়
বাচঁবনা কখনো ছেড়ে থাকতে তোমায়
তুমি ছাড়া নেই তো আমার সুখের আর কেউ
তোমারই মত এমন ও করে ভালবাসবে কে বলো
তুমি ছাড়া নেই তো আমার সুখের আর কেউ
তোমারই মত এমন ও করে ভালবাসবে কে বলো
দুটি হৃদয় মিশে গেল ভালবাসার মিলনে
চায়না কিছু তুমি হিনা জীবনে
এত সুখ এত দিনে তুমি দিলেগো আমায়
বাচঁবনা কখনো ছেড়ে থাকতে তোমায়
তুমি ছাড়া নেই তো আমার সুখের আর কেউ
তোমারই মত এমন ও করে ভালবাসবে কে বলো
তুমি ছাড়া নেই তো আমার সুখের আর কেউ
তোমারই মত এমন ও করে ভালবাসবে কে বলো",bn,bn,Shawno Rate Jadi,আধুনিক,তুমি ছাড়া,BanglaSongLyrics.csv
bn_audio_d82c2778a7be,data/audio/14. Tumi Amer Sokhal Belar Pakhi.mp3,"সেই রেল লাইনের ধারে মেঠো পথটার পাড়ে দাড়িয়ে
এক মধ্যবয়সী নারী এখনো রয়েছে হাত বাড়িয়ে
খোকা ফিরবে,ঘরে ফিরবে
কবে ফিরবে,নাকি ফিরবে না ।
দৃষ্টি থেকে তার বৃষ্টি গেছে কবে শুকিয়ে
সে তো অশ্রু মুছেনা আর গোপনে আঁচলে মুখ লুকিয়ে
শুধু শূণ্যে চেয়ে থাকে যেন আকাশের সীমা ছাড়িয়ে
খোকা ফিরবে,ঘরে ফিরবে
কবে ফিরবে,নাকি ফিরবে না ।
দস্যি ছেলে সেই যুদ্ধে গেল ফিরলো না আর
আজো শূণ্য হৃদয়ে তার গুমড়ে গুমড়ে যায় হাহাকার
খোকা আসবে,ঘরে আসবে যেন মরণের সীমা ছাড়িয়ে
খোকা ফিরবে,ঘরে ফিরবে
কবে ফিরবে,নাকি ফিরবে না ।",bn,bn,Tumi Amer Sokhal Belar Pakhi,দেশাত্মবোধক গান,সেই রেল লাইনের ধারে মেঠো পথটার পাড়ে দাড়িয়ে,BanglaSongLyrics.csv
bn_audio_3041b4492687,data/audio/14. Tumra Hasia.mp3,"অঞ্জলি লহ মোর সংগীতে
প্রদীপ-শিখা সম কাঁপিছে প্রাণ মম
তোমায়, হে সুন্দর, বন্দিতে!
সঙ্গীতে সঙ্গীতে।।
তোমার দেবালয়ে কি সুখে কি জানি
দু’লে দু’লে ওঠে আমার দেহখানি
আরতি-নৃত্যের ভঙ্গীতে।
সঙ্গীতে সঙ্গীতে।।
পুলকে বিকশিল প্রেমের শতদল
গন্ধে রূপে রসে টলিছে টলমল।
তোমার মুখে চাহি আমার বাণী যত
লুটাইয়া পড়ে ঝরা ফুলের মতো
তোমার পদতলে রঞ্জিতে।
সঙ্গীতে সঙ্গীতে।।",bn,bn,Tumra Hasia,নজরুল গীতি,অঞ্জলি লহ মোর,BanglaSongLyrics.csv
bn_audio_d154784a4e68,data/audio/15 - Teer Bhanga Dheu.mp3,"কি আশাতে চলে গেছো
কি সে ছিলো স্বপ্ন আমার
সেই আশা কি হয়েছে পুরণ তোমার
ভালোবাসা  নিবিড় বাধন
বন্য সুখে হারালে ফাগুন
সুখ কেনো আজ হয়েছে অসুখ আমার
এখন তুমি সুখে নেই।
সুখী কোন কারণেই তুমি হতে পারো না 
অধরা সেই সুখ খুজে
দিয়েছো তুমি ভেঙ্গে আমায়
করলে অসহায় এই আমায়
কেনো সে তোমায় দুঃখ দিলো
সে কি মোর অভিশাপ ছিলো
ভরে গেলে কেনো আজ অপুর্ণতায়
এখন তুমি সুখে নেই।
সুখী কোন কারণেই তুমি হতে পারো না 
কেনো আমি আজ আসবনা
দেবোনা তোমায় যন্ত্রনা
ভাংবনা তোমাকে আঘাতে
তারাভরা আকাশে তোমার
জ্বালাবো আগুন বেদনার
বুঝবে তবে কি কষ্ট আমার
এখন তুমি সুখে নেই।
সুখী কোন কারণেই তুমি হতে পারো না",bn,bn,Teer Bhanga Dheu,ব্যান্ড,তুমি সুখে নেই,BanglaSongLyrics.csv
bn_audio_e150f88e6fd6,data/audio/15. Amar Din.mp3,"পাখি খাঁচা ভেঙে উড়ে গেলে হবে অচেনা।
এই মাটির মায়া মিছে কায়া, কিছুই রবে না।।
*** সমন জারী রবে না বাহাদুরী 
এসেছিস বাদশা হয়ে ফিরে যাবি দিন ভিখারী।
হিসাবের ষোল আনা বোঝাতে হবে মনা।
মহাজন নইলে তোরে খালাস দিবে না।।
বেচেও আছি মরে কী হবে নালিশ করে
মানুষকে কাঁদায় মানুষ এ বিধান কোন বিচারে।
দুনিয়ার বালা খানা হবে রে ফানাফানা।
সাথে ঐ কাফন ছাড়া কিছুই যাবে না।।",bn,bn,Amar Din,বাউল,পাখি খাঁচা ভেঙে উড়ে গলে,BanglaSongLyrics.csv
bn_audio_2d45ad9f9197,data/audio/15. Oi Rangamathir Pothe.mp3,"হৃদয়ের একলা প্রান্তরে স্বপ্নের চিবুক ধরে
অনন্ত একাকী পড়ে আছি এই আমি
অন্ধকার বানী হাল টানে রে।
আমার রাতের শয্যা শুধু বিষাদের চাদর
ও কান্না, প্রজাপতি খুশীরা বিবাগী এখন।
বিষণ্ণ বহু বিকেলে ধু ধু যমুনার বুকে
ঝিঝির কোরাসে-
বেজে ওঠে মেলোডি বেদনার বালুচরে। 
জীবনের এই অ্যালবামে বিবর্ণ বহু ছবিতে
রঙ্গিন দিন গুলো-
সাদা কালো হয়ে গেছে তোমায় না পেয়ে।",bn,bn,Oi Rangamathir Pothe,ব্যান্ড,হৃদয়ের একলা প্রান্তরে,BanglaSongLyrics.csv
bn_audio_b0acfd0ac465,data/audio/16. Oli Bar Bar.mp3,"বাকি আমি রাখব না কিছুই
তোমার চলার পথে পথে ছেয়ে দেব ভূঁই।।
ওগো মোহন, তোমার উত্তরীয়
গন্ধে আমার ভরে নিয়ো
উজাড় করে দেব পায়ে বকুল বেলা জুঁই।।
দখিনসাগর পার হয়ে-যে
এলে পথিক তুমি।
আমার  সকল দেব অতিথিরে আমি বনভূমি।
আমার  কুলায়-ভরা রয়েছে গান
সব তোমারেই করেছি দান
দেবার কাঙাল করে আমায়
চরণ যখন ছুঁই।।",bn,bn,Oli Bar Bar,রবীন্দ্র সংগীত,বাকি আমি রাখব না কিছুই,BanglaSongLyrics.csv
bn_audio_4ed9c6656e63,data/audio/16. Sukno Pater Nupur.mp3,"সে যে পাশে এসে বসেছিল তবু জাগি নি।
কী ঘুম তোরে পেয়েছিল হতভাগিনী।
এসেছিল নীরব রাতে, বীণাখানি ছিল হাতে,
স্বপনমাঝে বাজিয়ে গেল গভীর রাগিণী।
জেগে দেখি দখিন-হাওয়া পাগল করিয়া
গন্ধ তাহার ভেসে বেড়ায় আঁধার ভরিয়া।
কেন আমার রজনী যায়–
কাছে পেয়ে কাছে না পায়
কেন গো তার মালার পরশ
বুকে লাগি নি।",bn,bn,Sukno Pater Nupur,রবীন্দ্র সংগীত,সে যে পাশে এসে বসেছিল,BanglaSongLyrics.csv
bn_audio_d2bee0cd4863,data/audio/17. Akash Bhara.mp3,"কিছুই নাকি দেইনি তোমায়
বলো কে করেছে নিঃস্ব আমায়।
প্রেমেরই এক বৃন্দাবনে ছিলাম রাজা
তুমি ছিলে প্রেমে উদাস দুঃখিনি এক প্রজা
তোমায় সুখে রাখতে গিয়ে
খাজনাবিহীন থাকতে দিয়ে
রাজ্য গেল হায়।।
রাজকোষে জমা করে রেখেছি যা আমি
রাখিনি কিছুই যে তার দিয়েছি তো সবই
তোমার ঘরে আলো দিতে
প্রাসাদ আমার সেদিন থেকে
আঁধার হলো হায়।।",bn,bn,Akash Bhara,আধুনিক,কিছুই নাকি দেইনি তোমায়,BanglaSongLyrics.csv
bn_audio_5a9350466b09,data/audio/18. Amar Praner Manush.mp3,"ছিল মুঘল অহংকার
দিক জয়ী ছলেবলে
করে ভারত অধিকার
গড়ে কীর্তি বহুকালের
একদিন দেখে দুদিকে তার
আছে প্রান্ত ছুয়ে নীলিমা
ঝরে ঝরনা সবুজে অবিরাম
যে জাতি করেনি কো প্রনাম
সোনারগায়ের ও খিজিরপুর
দুর্গে  গড়া কদম রসুল
লক্ষী নদীর পাড়ে
গড়ে তোলে প্রতিরোধ ঈশা খা
ঘোরা ছুটিয়ে বীর সেনাদল
ভেঙ্গে দিয়েছে স্বপ্ন যে তার
দিল্লীর মস্ নদ ভিত কাপায়ে এলে ঈশা খা
মুঘল সুবেদার শাফ ওয়াত খা
করে এগারসিন্ধু দখল
ভাওয়াল এর প্রান্ত রুখে চলে
বাংলার বীর সেনাদল(২)
বাধে যুদ্ধ লড়ে ঈশা খা
মুঘল বাহিনীর ত্রাহি দশা
বীর বিজয়ী বীর সে গাথা জানো কি 
সম্রাট আকবর
ক্রোধে তেড়ে আসে মান্ সিনহের বাহিনী
৫ সেপ্টেম্বর মুঘল রণতরী(২)
ঘিরে বাংলার সেনানী
বাধে যুদ্ধ লড়ে ঈশা খা
মুঘল বাহিনীর ত্রাহি দশা
বীর বিজয়ী বীর সে গাথা জানো কি",bn,bn,Amar Praner Manush,ব্যান্ড,ঈশা খা,BanglaSongLyrics.csv
bn_audio_4f2894384e6f,data/audio/19. Ami Jene Shune.mp3,"কি নামে ডেকে বলবো তোমাকে
মন্দ করেছে আমাকে ঐ দুটি চোখে।
আমি যে মাতাল হাওয়ারই মত হয়ে
যেতে যতে পায়ে পায়ে গেছি জড়িয়ে।
কি করি ভেবে যে মরি বলবে কি লোকে
মন্দ করেছে আমাকে ঐ দুটি চোখে।।
পালাতে পারি নি আমি যে দিশাহারা
দুটি চোখ যেন আমায় দিচ্ছে পাহারা।
ধরা পড়ে গেছি আমি নিজেরই কাছে
জানি না তোমার মনেও কি এত প্রেম আছে।
সত্যি যদি হয় বলুক যা বলছে নিন্দুকে
মন্দ করেছে আমাকে ঐ দুটি চোখে।।",bn,bn,Ami Jene Shune,আধুনিক,কি নামে ডেকে বলবো তোমাকে,BanglaSongLyrics.csv
bn_audio_a647398425ca,data/audio/20. Aaj Swasna Rate.mp3,"এই রুপালি গিটার ফেলে
একদিন চলে যাব দুরে, বহুদূরে
সেদিন অশ্রু তুমি রেখো
গোপন করে।
মনে রেখো তুমি
কত রাত কত দিন
শুনিয়েছি গান আমি, ক্লান্তিবিহীন
অধরে তোমার ফোঁটাতে হাসি
চলে গেছি শুধু
সুর থেকে কত সুরে।
এই রুপালি গিটার ফেলে
একদিন চলে যাব দুরে, বহুদূরে
সেদিন অশ্রু তুমি রেখো
গোপন করে।
শুধু ভেবো তুমি
অপরাধ ছিল কার
কাটিয়েছি রাত তবু, নিদ্রাবিহীন
বেদনা আমার হয়েছে সাথী
চলে গেছি আমি
কোনো স্মৃতি পুরে।
এই রুপালি গিটার ফেলে
একদিন চলে যাব দুরে, বহুদূরে
সেদিন অশ্রু তুমি রেখো
গোপন করে।",bn,bn,Aaj Swasna Rate,ব্যান্ড,এই রুপালী গিটার,BanglaSongLyrics.csv
bn_audio_d378cbaf2ebe,"data/audio/21. Ei Korechha Bhalo, Nithur He.mp3","আমি না অন্যকেউ নিয়ে যায় তোমায়
যেখানে অবিরত ভেঙে পড়ে সময়;
আমি না অন্যকেউ নীরবে বাঁচে
রক্তসিদুঁর আঁকে যেথা নবআশা;
আমি না অন্যকেউ নিয়ে যায়
আমার কন্ঠ হতে প্রতিবাদ প্রলয়।
তুমি না অন্যকেউ মোর শয্যাতে
জেগে দেখি পূব কোনে তমসা ক্ষয়
তুমি না অন্যকেউ ফিরে আসে আর
ডেকে তোলে বৃত্তবন্দী মন।
সঙ্গী তুমি সোনালী ভোরে অজানা কোনো আলো
আলোয় ভরা আনন্দলোকে নিঃস্ব প্রাতে চলো
তবু জেগে উঠো, বেঁচে উঠো, গেয়ে উঠো আমার এ গান-
তুমি না অন্যকেউ শিয়রে কাঁদে, অধরা ছায়া শূন্যমাঝে ভেঙে পড়ে
তুমি না অন্যকেউ মেলে দেয়
ভোরের আকাশে সোনালীডানা চিল।
যাবে কি তুমি মোর সাথে?
আকাশ উর্ধ্বে ঐ নীল মাঝে,
যেথা অন্ধ বিশ্ব খোঁজে তোমাকে
যাবে কি তুমি মোর সাথে?",bn,bn,"Ei Korechha Bhalo, Nithur He",ব্যান্ড,অন্যকেউ,BanglaSongLyrics.csv
bn_audio_121b5f983425,data/audio/22. Dakichha Suni Jaginu Prabhu.mp3,"চিঠি দিও প্রতিদিন, চিঠি দিও।
নইলে থাকতে পারবো না।।
চিঠিগুলো অনেক বড় হবে
পড়তে পড়তে সকাল দুপুর আর রাত্রি চলে যাবে।
কোথায় থাকো কেমন থাকো
একে একে সবই লিখো
সেই তো হবে মোর সান্তনা
নইলে থাকতে পারবো না।।
যে কটা দিন চোখের আড়াল রবো
শয়নে স্বপনে জাগরণে শুধু তোমায় ভেবে যাবো।
আমার আমি তোমার মাঝে চিরতরে হারিয়ে গেছি
বন্ধু তুমি মোর সাধনা
নইলে থাকতে পারবো না।।",bn,bn,Dakichha Suni Jaginu Prabhu,ছায়াছবি,চিঠি দিও প্রতিদিন,BanglaSongLyrics.csv
bn_audio_892aed7a0f76,data/audio/23. Tomarei Koriyachhi Jiboner.mp3,"ওরা অকারণে চঞ্চল।
ডালে ডালে দোলে বায়ু হিল্লোলে নব পল্লবদল।।
ছড়ায়ে ছড়ায়ে ঝিকিমিকি আলো
দিকে দিকে ওরা কী খেলা খেলালো
মর্মরতানে প্রাণে ওরা আনে কৈশোর কোলাহাল।।
ওরা কান পেতে শোনে গগনে গগনে
নীরবের কানাকানি
নীলিমার কোন্‌ বাণী।
ওরা প্রাণঝরনার উচ্ছল ধার
ঝরিয়া ঝরিয়া বহে অনিবার
চির তাপসিনী ধরণীর ওরা শ্যাম শিখা হোমানল।।",bn,bn,Tomarei Koriyachhi Jiboner,রবীন্দ্র সংগীত,ওরা অকারণে চঞ্চল,BanglaSongLyrics.csv
bn_audio_468697edc19d,data/audio/24. Jibone Amar Jato Ananda.mp3,"কোথায় আলো, কোথায় ওরে আলো!
বিরহানলে জ্বালো রে তারে জ্বালো।
রয়েছে দীপ না আছে শিখা
এই কি ভালে ছিল রে লিখা
ইহার চেয়ে মরণ সে যে ভালো।
বিরহানলে প্রদীপখানি জ্বালো।
বেদনাদূতী গাহিছে, “ওরে প্রাণ
তোমার লাগি জাগেন ভগবান।
নিশীথে ঘন অন্ধকারে
ডাকেন তোরে প্রেমাভিসারে
দু:খ দিয়ে রাখেন তোর মান।
তোমার লাগি জাগেন ভগবান।
গগনতল গিয়েছে মেঘে ভরি
বাদল-জল পড়িছে ঝরি ঝরি।
এ ঘোর রাতে কিসের লাগি
পরান মম সহসা জাগি
এমন কেন করিছে মরি মরি।
বাদল-জল পড়িছে ঝরি ঝরি।
বিজুলি শুধু ক্ষণিক আভা হানে
নিবিড়তর তিমির চোখে আনে।
জানি না কোথা অনেক দূরে
বাজিল প্রাণ গভীর সুরে,
সকল গান টানিছে পথপানে।
নিবিড়তর তিমির চোখে আনে।
কোথায় আলো, কোথায় ওরে আলো!
বিরহানলে জ্বালো রে তারে জ্বালো।
ডাকিছে মেঘ, হাঁকিছে হাওয়া
সময় গেলে হবে না যাওয়া
নিবিড় নিশা নিকষঘন কালো।
পরান দিয়ে প্রেমের দীপ জ্বালো।",bn,bn,Jibone Amar Jato Ananda,রবীন্দ্র সংগীত,কোথায় আলো কোথায় ওরে আলো,BanglaSongLyrics.csv
bn_audio_af3e2534e4bf,data/audio/25. Tomar Dware Keno.mp3,"শনি গেল বন্ধু রবি গেল
গেল রে দিন মাস বছর।
কেমন আছি আমি চিঠি দিয়াও
তুই নিলি না একটাও খবর
আমি কেমন আসি বন্ধু চিঠি দিয়াও
তুই নিলি না একটাও খবর।।
কত সোহাগে সোহাগ করে
ওরে পুরানো বন্ধুর সনে
শুধু শান্তি নাই আমার মনে।
নয়ন জলে কত লিখলাম চিঠি
তুই দিলি না একটাও উত্তর
হায় নয়ন জলে কত লিখলাম চিঠি
বন্ধু দিলি না একটাও উত্তর।।
আমি আভাগী দিন রাতি
প্রেমের আগুনে যে জ্বলি
হায় এই দুঃখ কারে বলি।
কত সুখী আমি আছি বন্ধু
দেখে যা একটা নজর
হায় কত সুখী আমি আছি বন্ধু
তুই দেখে যা একটা নজর।।",bn,bn,Tomar Dware Keno,আধুনিক,শনি গেল বন্ধ রবি গেল,BanglaSongLyrics.csv
bn_audio_15ec81f66585,data/audio/26. Baje Baje Ramyabeena Baje.mp3,"যেখানেই থাকো,
যেভাবেই থাকো,
যেখানেই থাকো,
যেভাবেই থাকো,
ছন্নছাড়া দুঃখের ভোরে
এক চিলতে রোদের ভিড়ে
পত্র দিও… পত্র দিও… পত্র দিও …
নিজের প্রতি যত্ন নিও… যত্ন নিও…
দুপুর বেলার আলসেমিতে
পুরনো দিনের ভাবনা এলে
তুখোড় কোন গল্পের ফাঁকে
মনে পরে গেলে এই আমাকে
ছন্নছাড়া দুঃখের ভোরে
এক চিলতে রোদের ভিড়ে
পত্র দিও… পত্র দিও… পত্র দিও…
নিজের প্রতি যত্ন নিও… যত্ন নিও…
বৃষ্টির রাতে একলা ঘরে
ভেজা হাওয়ার পরশ পেয়ে
ঘুম ভেঙ্গে উঠে উদাসী হলে
মনে পরে গেলে এই আমাকে
ছন্নছাড়া দুঃখের ভোরে
এক চিলতে রোদের ভিড়ে
পত্র দিও… পত্র দিও… পত্র দিও…
নিজের প্রতি যত্ন নিও… যত্ন নিও…
যেখানেই থাকো,
যেভাবেই থাকো,
যেখানেই থাকো,
যেভাবেই থাকো,
ছন্নছাড়া দুঃখের ভোরে
এক চিলতে রোদের ভিড়ে…
নিজের প্রতি যত্ন নিও………………….",bn,bn,Baje Baje Ramyabeena Baje,ব্যান্ড,পত্র দিও,BanglaSongLyrics.csv
bn_audio_6f3648cda722,data/audio/27. Uriye Dhwaja Abharabhedi.mp3,"যতক্ষণ তুমি আমায় বসিয়ে রাখ বাহির-বাটে
ততক্ষণ গানের পরে গান গেয়ে মোর প্রহর কাটে।।
যবে শুভক্ষণে ডাক পড়ে সেই ভিতর-সভার মাঝে
এ গান লাগবে বুঝি কাজে
তোমার সুরের রঙের রঙিন নাটে।।
তোমার ফাগুনদিনের বকুল চাঁপা, শ্রাবণদিনের কেয়া,
তাই দেখে তো শুনি তোমার কেমন যে তান দে’য়া।
আমি উতল প্রাণে আকাশ-পানে হৃদয়খানি তুলি
বীণায় বেঁধেছি গানগুলি
তোমার সাঁঝ-সকালের সুরের ঠাটে।।",bn,bn,Uriye Dhwaja Abharabhedi,রবীন্দ্র সংগীত,যতক্ষণ তুমি আমায় বসিয়ে রাখ বাহির-বাটে,BanglaSongLyrics.csv
bn_audio_cf8984e6f8cc,data/audio/28. Otho Otho Re-Biphale Prabhat.mp3,"দুঃস্বপ্নের শেষ সীমানায়, চমকে ঘুম ভেঙ্গে যায়
জেগে দেখি তুমি পাশে নাই, চোখ পড়ে খোলা জানালায়
জোছনায় আলো নেই আর, হতাশার কালো আঁধার
নির্বাক রয় ধরণী, দুঃখ যেনো আমারি
এক ঝিম ধরা দিবা স্বপনে
আনাগোনা সন্দেহে
আমি একা মেতে উঠি
পুণ্যে বিকশিত
পাপের খেলায়, কারাগারের অবহেলায়
পচন ধরে মনে, শরীরে
কবে আসবে ফিরে ভালোবাসা
কবে আসবে ফিরে ভালোবাসা
জীবনের সব আশায়, হতাশার আলিঙ্গনে
ঘুণে ধরা স্বপ্নগুলো, সব যেনো এলোমেলো
স্মৃতি নিয়ে আমি একা, ভাসমান এই জীবন
তাই বুঝি বেঁচে থাকা, জানিনা শেষ কোথায়
এক গোলক ধাঁধাঁয় আটকে পড়া, অবনত হৃদয়ে
দিশেহারা ছুটি আমি, রাতের আলোকিত, নগর প্রণয়, ভালোবাসার
প্রতারণায়, পচন ধরা বিশ্বাসে, আশায়….
কবে আসবে ফিরে ভালোবাসা
কবে আসবে ফিরে ভালোবাসা",bn,bn,Biphale Prabhat,ব্যান্ড,প্রতীক্ষা,BanglaSongLyrics.csv
bn_audio_ce253d3fb706,data/audio/29. Ami Achhi Tomar Sabhar.mp3,"আমার স্বপ্ন যে সত্যি হলো আজ
কাছে এলো এতদিন দূরে ছিল যে
রঙ্গে  রঙ্গে এ-জীবন ভরে দিল সে 
পাখি আর ভ্রমেরর ভাষাতে
ভরে গেছি শুধু আলো আশাতে
আজ মন জাগে যেন ভালবাসাতে 
কাছে থাকো কথা রাখো নয় ভোল লাজ
আমার স্বপ্ন যে সত্যি হলো আজ ।।
আকশের রঙ ঐ নিলাভ
এত খুশি কাকে আর বিলাবো
আজ তুমি আমি একই সুরে মিলাবো
মন ভুলে সুর দোলায় তুমি দোলো আজ
আমার স্বপ্ন যে সত্যি হলো আজ ।।
স্বপ্নেরই মায়াজাল গুনে যে
দিন ক্ষন গেছে কাল গুণিতে
আজ এলে তুমি এই ফাল্গুনে যে
কাছে এসে ভালবেসে মুখ তোলো আজ
আমার স্বপ্ন যে সত্যি হলো আজ
কাছে এলো এতদিন দূরে ছিল যে
রঙ্গে  রঙ্গে এ-জীবন ভরে দিল সে 
আমার স্বপ্ন যে সত্যি হলো আজ",bn,bn,Ami Achhi Tomar Sabhar,ছায়াছবি,আমার স্বপ্ন যে সত্যি হলো আজ,BanglaSongLyrics.csv
bn_audio_21b2a6b78ae8,data/audio/30. Pratidin Tabo Gatha Gabo.mp3,"আছেন কোথায় স্বর্গপুরে কেউ নাহি সন্ধান জানে
কেন জিজ্ঞাসিলে খোদার কথা দেখায় আসমানে?
আছেন কোথায় স্বর্গপুরে কেউ নাহি সন্ধান জানে
কেন জিজ্ঞাসিলে খোদার কথা দেখায় আসমানে?
জিজ্ঞাসিলে খোদার কথা দেখায় আসমানে
পৃথিবী গোলাকার শুনি-অহর্নিশি ঘোরে আপনি
তাইতে হয়,তাইতে হয় দিন-রজনী,
জ্ঞানী-গুনী তাই মানে
কেন জিজ্ঞাসিলে খোদার কথা দেখায় আসমানে?
জিজ্ঞাসিলে খোদার কথা দেখায় আসমানে
আরেকদিকে নিশি হলে অন্যদিকে দিবা বলে
একদিকে নিশি হলে অন্যদিকে দিবা বলে
আকাশতো দেখে সকলে,খোদা দেখে কয়জনে?
কেন জিজ্ঞাসিলে খোদার কথা দেখায় আসমানে?
জিজ্ঞাসিলে খোদার কথা দেখায় আসমানে।
আপন ঘরে কে কথা কয় না জেনে আসমানে তাকায়
লালন বলে
লালন বলে কেবা কোথায় বুঝিবে দিব্যজ্ঞানে
কেন জিজ্ঞাসিলে খোদার কথা দেখায় আসমানে?
আছেন কোথায় স্বর্গপুরে কেউ নাহি সন্ধান জানে
কেন জিজ্ঞাসিলে খোদার কথা দেখায় আসমানে?
জিজ্ঞাসিলে খোদার কথা দেখায় আসমানে।",bn,bn,Pratidin Tabo Gatha Gabo,লালন,কেন জিজ্ঞাসিলে খোদার কথা,BanglaSongLyrics.csv
